date,state,city,address,killed,injured,url,source,incident,postalcode,display_address,latitude,longitude
2015-03-25,Indiana,Indianapolis,"1800 block of North Harding Street",0,1,http://www.gunviolencearchive.org/incident/312460,http://www.indystar.com/story/news/2015/03/25/swat-teams-surround-harding-street-shooting-scene/70418390/?utm_campaign=%5B%27FeedBlitzRss%27%5D&utm_content=%5B%27SWAT+teams+surround+Harding+Street+shooting+scene%27%5D&utm_source=%5B%27feedblitz%27%5D&utm_,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Brandishing/flourishing/open carry/lost/found",46202,"1800 North Harding Street, Indianapolis, IN 46202, USA",39.7913478,-86.1874586
2015-03-25,"South Carolina",Johnsonville,"Dixie Street",1,0,http://www.gunviolencearchive.org/incident/312532,http://www.wistv.com/story/28608767/man-killed-in-officer-involved-shooting-is-brother-of-missing-johnsonville-man-family-members-say,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",29555,"State Road S-21-1164, Johnsonville, SC 29555, USA",33.8193758,-79.461911
2015-03-25,Tennessee,Memphis,"East Shelby Drive and Elvis Presley Boulevard",2,0,http://www.gunviolencearchive.org/incident/312551,http://www.wsmv.com/story/28609045/at-least-1-injured-in-shooting-at-whitehaven-kroger,"Shot - Dead (murder, accidental, suicide), Suicide, Murder/Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Domestic Violence",38116,"Elvis Presley Boulevard & East Shelby Drive, Memphis, TN 38116, USA",35.0210407,-90.0252019
2015-03-25,Ohio,Warren,"1708 Youngstown Rd SE",0,0,http://www.gunviolencearchive.org/incident/312497,http://www.vindy.com/news/2015/mar/25/2-men-face-charges-shooting-warren-gas-station/?newswatch,"Shots Fired - No Injuries, Officer Involved Incident",44484,"1708 Youngstown Road Southeast, Warren, OH 44484, USA",41.22757,-80.796745
2015-03-24,Wisconsin,"Fond Du Lac","100 block of North Berger Parkway",2,0,http://www.gunviolencearchive.org/incident/312680,http://www.richmond.com/article_5ffd5509-9d0b-5435-8e9d-3ffa017b0193.html,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Officer killed, Officer Involved Shooting - Perpetrator killed",54935,"100 North Berger Parkway, Fond du Lac, WI 54935, USA",43.780824,-88.4747095
2015-03-24,Georgia,Albany,"North Slappey Boulevard",0,0,http://www.gunviolencearchive.org/incident/312301,http://m.walb.com/walb/db/330714/content/dlYhImej,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Car-jacking, Brandishing/flourishing/open carry/lost/found",,"North Slappey Boulevard, Albany, GA, USA",31.600377,-84.17589
2015-03-24,California,"Apple Valley","20000 block of Waco Court",0,1,http://www.gunviolencearchive.org/incident/312758,http://www.pe.com/articles/valley-763148-apple-gun.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",92308,"20000 Waco Court, Apple Valley, CA 92308, USA",34.4937538,-117.2271517
2015-03-24,Wisconsin,Superior,,0,0,http://www.gunviolencearchive.org/incident/312199,http://host.madison.com/news/state-and-regional/police-negotiators-convince-suspect-to-surrender/article_3a1cf6c2-8a84-56e3-961f-a50f29b5aa1e.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Brandishing/flourishing/open carry/lost/found",,"Superior, WI, USA",46.7207737,-92.1040796
2015-03-24,California,"San Jose","2600 block of Senter Road",2,0,http://www.gunviolencearchive.org/incident/312592,http://wpri.com/2015/03/25/northern-california-police-officer-killed-in-shooting/,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Officer killed, Officer Involved Shooting - Perpetrator suicide at standoff",95111,"2600 Senter Road, San Jose, CA 95111, USA",37.3052149,-121.841491
2015-03-24,Virginia,Portsmouth,"19 Colin Drive",1,0,http://www.gunviolencearchive.org/incident/312181,http://wric.com/2015/03/24/portsmouth-police-confirm-officer-involved-shooting/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Drug involvement",23701,"19 Colin Drive North, Portsmouth, VA 23701, USA",36.820378,-76.36943
2015-03-24,Georgia,Smyrna,"2475 Cumberland Parkway",1,0,http://www.gunviolencearchive.org/incident/312140,http://www.wsbtv.com/news/news/local/police-scene-shooting-cobb-county/nkddF/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",30339,"Vinings Crossing Shopping Center, 2475 Cumberland Parkway Southeast, Atlanta, GA 30339, USA",33.864412,-84.477958
2015-03-24,Tennessee,"Madison County","South Highland Avenue",0,0,http://www.gunviolencearchive.org/incident/312563,http://www.wbbjtv.com/news/local/Deputies-safely-arrest-man-threatening-to-kill-self-297547201.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired",,"South Highland Avenue, Jackson, TN, USA",35.581296,-88.8143408
2015-03-24,Illinois,Joliet,"1700 block of McDonough Street",0,0,http://www.gunviolencearchive.org/incident/313108,http://www.theherald-news.com/2015/03/25/joliet-police-allege-man-had-marijuana-loaded-gun-in-car/ascr4lo/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Gang involvement, Drug involvement, Possession of gun by felon",60436,"1700 McDonough Street, Joliet, IL 60436, USA",41.5154115,-88.1218411
2015-03-24,Arizona,Glendale,"67th Avenue and Peoria Avenue",1,0,http://www.gunviolencearchive.org/incident/312534,http://www.abc15.com/news/region-west-valley/glendale/police-investigating-officer-involved-shooting-in-glendale,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Brandishing/flourishing/open carry/lost/found",85302,"West Peoria Avenue & North 67th Avenue, Glendale, AZ 85302, USA",33.5817447,-112.2027482
2015-03-24,Illinois,Springfield,"1600 block of Seven Pines Road",1,0,http://www.gunviolencearchive.org/incident/313072,http://www.sj-r.com/article/20150324/NEWS/150329713/10513/NEWS/?Start=2,"Shot - Wounded/Injured, Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Domestic Violence, Kidnapping/abductions/hostage",62704,"1600 7 Pines Road, Springfield, IL 62704, USA",39.7603735,-89.6798985
2015-03-24,Michigan,"Ann Arbor","800 block of Packard Street",0,0,http://www.gunviolencearchive.org/incident/312437,http://www.mlive.com/news/ann-arbor/index.ssf/2015/03/ann_arbor_police_break_down_do.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Domestic Violence, Brandishing/flourishing/open carry/lost/found",48104,"800 Packard Street, Ann Arbor, MI 48104, USA",42.2694435,-83.7390823
2015-03-23,Maine,Winthrop,"37 Spruce Street",1,0,http://www.gunviolencearchive.org/incident/311830,http://www.pressherald.com/2015/03/23/police-block-off-winthrop-neighborhood/,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff",04364,"37 Spruce Street, Winthrop, ME 04364, USA",44.3078294,-69.9875867
2015-03-23,Ohio,"New Franklin","357 W Turkeyfoot Lake Rd",0,0,http://www.gunviolencearchive.org/incident/312414,http://fox8.com/2015/03/24/deputies-pull-over-drunken-coventry-township-man-armed-with-loaded-shotgun-sheriffs-office/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Bar/club shooting - in or around establishment, Under the influence of alcohol or drugs (only applies to the perpetrator), Possession (gun(s) found during commission of other crimes)",44319,"357 West Turkeyfoot Lake Road, Akron, OH 44319, USA",40.9799569,-81.5334623
2015-03-23,Missouri,"Saint Peters","Ticonderoga and Cave Springs Estate Drive",0,2,http://www.gunviolencearchive.org/incident/312384,http://www.stltoday.com/news/local/crime-and-courts/two-brothers-charged-in-st-peters-officer-involved-shooting/article_37401263-71a2-5a5c-8a10-4b8b512df0b5.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Pistol-whipping",63376,"Cave Springs Estate Drive & Ticonderoga Drive, Saint Peters, MO 63376, USA",38.7878379,-90.5703609
2015-03-23,Louisiana,Metairie,"West Esplanade and Severn avenues",0,1,http://www.gunviolencearchive.org/incident/312379,http://www.nola.com/crime/index.ssf/2015/03/attempted_murder_and_drug_char.html#incart_river,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Possession of gun by felon",70002,"West Esplanade Avenue & Severn Avenue, Metairie, LA 70002, USA",30.0149011,-90.1591105
2015-03-23,"South Carolina","Rock Hill","Heckle Boulevard",0,0,http://www.gunviolencearchive.org/incident/312020,http://www.heraldonline.com/news/local/crime/article16163522.html#storylink=rss,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",,"Heckle Boulevard, Rock Hill, SC, USA",34.9503738,-81.0607946
2015-03-23,Alaska,Kobuk,,0,0,http://www.gunviolencearchive.org/incident/312806,http://www.newsmatsu.com/news/1503/25ast.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Under the influence of alcohol or drugs (only applies to the perpetrator), Brandishing/flourishing/open carry/lost/found",,"Kobuk, AK, USA",66.9072222,-156.8811111
2015-03-23,Georgia,Norcross,"3201 Sunrise Village Lane",0,0,http://www.gunviolencearchive.org/incident/311874,http://www.wsbtv.com/news/news/local/search-man-accused-shooting-gwinnett-officer/nkcwT/,"Shots Fired - No Injuries, Home Invasion, Home Invasion - No death or injury, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",30093,"3201 Sunrise Village Lane, Norcross, GA 30093, USA",33.8881686,-84.1950219
2015-03-23,Idaho,Orofino,"Dworshak Dam",1,0,http://www.gunviolencearchive.org/incident/312219,http://www.kxly.com/news/north-idaho-news/driver-shoots-kills-self-during-dui-traffic-stop/31985246,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff, Under the influence of alcohol or drugs (only applies to the perpetrator)",83520,"Dworshak Dam, Ahsahka, ID 83520, USA",46.515,-116.296
2015-03-23,Illinois,"Williamson County","North 10th Street",0,0,http://www.gunviolencearchive.org/incident/313110,http://www.wsiltv.com/news/local/Carterville-Man-Behind-Bars-for-Drugs-and-Stolen-Gun-297460681.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, Criminal act with stolen gun, Possession of gun by felon, Stolen gun(s) recovered during arrest/warrant",62948,"North 10th Street, Herrin, IL 62948, USA",37.8090332,-89.0218129
2015-03-23,Ohio,"Weathersfield Township","West Park and Parkway Drive",0,0,http://www.gunviolencearchive.org/incident/312489,http://www.vindy.com/news/2015/mar/25/officer-shoots-at-motorist-probe-continu/?newswatch,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Under the influence of alcohol or drugs (only applies to the perpetrator), Possession (gun(s) found during commission of other crimes)",44446,"West Park Avenue & Parkway Drive, Niles, OH 44446, USA",41.1813728,-80.7964662
2015-03-22,Louisiana,Opelousas,"2243 George Dr",1,0,http://www.gunviolencearchive.org/incident/313583,http://klfy.com/2015/03/22/man-found-dead-after-hostage-situation-at-opelousas-apartment/,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Kidnapping/abductions/hostage",70570,"2243 George Drive, Opelousas, LA 70570, USA",30.5098064,-92.0752521
2015-03-22,Oregon,Portland,"Southeast 130th Avenue and Southeast Sherman Street",1,0,http://www.gunviolencearchive.org/incident/311419,http://www.seattletimes.com/seattle-news/portland-officer-fatally-wounds-knife-wielding-suspect/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",97233,"Southeast Sherman Street & Southeast 130th Avenue, Portland, OR 97233, USA",45.5058667,-122.52996
2015-03-22,Florida,Seville,"Steel Road",0,0,http://www.gunviolencearchive.org/incident/311498,http://www.news-journalonline.com/article/20150323/NEWS/150329813/1040?Title=Volusia-sheriff-s-deputy-fires-shots-in-Seville-domestic-disturbance-no-injuries,"Shots Fired - No Injuries, Non-Shooting Incident, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Brandishing/flourishing/open carry/lost/found",32190,"Steel Road, Seville, FL 32190, USA",29.3307748,-81.4909669
2015-03-22,Wisconsin,"Union Grove","5300 block of Taylor Avenue",1,0,http://www.gunviolencearchive.org/incident/311526,http://www.idahopress.com/ap_news/us/man-wanted-in-wisconsin-abduction-shooting-caught/article_be97f7d5-8c86-5a1e-bbff-888ffcb25fb0.html?utm_campaign=native_advertising&utm_medium=website&utm_source=front_page&utm_content=,"Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Kidnapping/abductions/hostage",53182,"Union Grove, WI 53182, USA",42.688074,-88.0514731
2015-03-22,Indiana,"Clay County","1400 block of Voorhees Street",1,0,http://www.gunviolencearchive.org/incident/311008,http://fox59.com/2015/03/21/clay-county-deputies-involved-in-police-action-shooting/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",47834,"Voorhees Street, Brazil, IN 47834, USA",39.498108,-87.157418
2015-03-22,California,"Santa Clara","2105 Scott Blvd",1,0,http://www.gunviolencearchive.org/incident/311017,http://www.sfgate.com/bayarea/article/Santa-Clara-police-fatally-shoot-robbery-suspect-6151158.php,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Armed robbery with injury/death and/or evidence of DGU found",95050,"2105 Scott Boulevard, Santa Clara, CA 95050, USA",37.3613764,-121.9591085
2015-03-22,California,Vallejo,"Admiral Callaghan Lane",1,0,http://www.gunviolencearchive.org/incident/311019,http://www.sfgate.com/bayarea/article/Santa-Clara-police-fatally-shoot-robbery-suspect-6151158.php,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",,"Admiral Callaghan Lane, Vallejo, CA, USA",38.1233789,-122.2264098
2015-03-22,Tennessee,"Montgomery County","Perigo Road",0,0,http://www.gunviolencearchive.org/incident/312156,http://wkrn.com/2015/03/24/2-arrested-after-montgomery-county-deputy-hears-shots-nearby/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Drug involvement",37040,"Perigo Road, Clarksville, TN 37040, USA",36.4997676,-87.3962663
2015-03-22,"New York","Bay Shore","1851 Sunrise Hwy",1,0,http://www.gunviolencearchive.org/incident/311183,http://www.nbcnewyork.com/news/local/Officer-Shoots-Robbery-Suspect-Bay-Shore-Long-Island-Best-Buy-Police-297196111.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Armed robbery with injury/death and/or evidence of DGU found",11706,"1851 Sunrise Highway, Bay Shore, NY 11706, USA",40.7394234,-73.2362968
2015-03-22,Indiana,Indianapolis,"5435 W 34th St",0,2,http://www.gunviolencearchive.org/incident/311282,http://fox59.com/2015/03/22/police-possibly-involved-in-west-side-shooting/,"Shot - Wounded/Injured, Institution/Group/Business, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Armed robbery with injury/death and/or evidence of DGU found, Possession (gun(s) found during commission of other crimes)",46224,"5435 West 34th Street, Indianapolis, IN 46224, USA",39.8156778,-86.2545771
2015-03-21,"New Hampshire",Pelham,,0,0,http://www.gunviolencearchive.org/incident/311811,http://www.unionleader.com/article/20150322/NEWS07/150329794,"Suicide - Attempt, Non-Shooting Incident, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff, Officer Involved Shooting - Perpetrator unarmed, Implied Weapon",,"Pelham, NH, USA",42.7345339,-71.3245067
2015-03-21,Connecticut,Bridgeport,,0,0,http://www.gunviolencearchive.org/incident/311722,http://blog.ctnews.com/connecticutpostings/2015/03/21/police-pursuing-armed-carjacker/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Car-jacking",,"Bridgeport, CT, USA",41.1865478,-73.1951767
2015-03-21,Arizona,Cottonwood,"2003 East Rodeo Drive",1,2,http://www.gunviolencearchive.org/incident/310886,http://www.fox10phoenix.com/story/28582644/2015/03/22/officer-involved-shooting-in-cottonwood,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator shot, Officer Involved Shooting - Perpetrator killed",86326,"2003 East Rodeo Drive, Cottonwood, AZ 86326, USA",34.7125858,-112.000892
2015-03-21,Mississippi,Jackson,"1036 Fairway Street",0,0,http://www.gunviolencearchive.org/incident/314235,http://www.wlox.com/story/28583855/man-jailed-for-attempting-to-run-officers-over,"Shots Fired - No Injuries, Non-Shooting Incident, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",39211,"1036 Fairway Street, Jackson, MS 39211, USA",32.3738289,-90.1278118
2015-03-21,Tennessee,Waynesboro,"Butler Street",1,0,http://www.gunviolencearchive.org/incident/311056,http://www.wsmv.com/story/28579316/dangerous-fugitive-on-the-run-in-wayne-co,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff",38485,"Butler Street, Waynesboro, TN 38485, USA",35.3193195,-87.7601539
2015-03-21,Montana,Butte,,0,1,http://www.gunviolencearchive.org/incident/312249,http://mtstandard.com/news/local/police-shoot-man-with-stun-gun-after-knife-incident/article_5f81c046-69aa-5a9c-af1a-5ee35fa7ca5e.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",,"Butte, MT, USA",46.0038232,-112.5347776
2015-03-21,Illinois,Chicago,"4100 block of West Cullerton Street",0,0,http://www.gunviolencearchive.org/incident/310932,http://www.dnainfo.com/chicago/20150322/north-lawndale/man-charged-for-firing-shots-at-suspected-car-thieves,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Concealed Carry License - Perpetrator",60623,"4100 West Cullerton Street, Chicago, IL 60623, USA",41.854624,-87.72739
2015-03-21,California,Richmond,"500 block of 38th Street",0,1,http://www.gunviolencearchive.org/incident/311022,http://www.sfgate.com/crime/article/Richmond-police-shoot-suspect-in-gunbattle-6150924.php,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",94805,"500 38th Street, Richmond, CA 94805, USA",37.9365978,-122.3325096
2015-03-21,California,Anaheim,"1500 block of West Chanticleer Road",0,0,http://www.gunviolencearchive.org/incident/311445,http://www.ocregister.com/articles/roof-655157-police-home.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired",92802,"1500 West Chanticleer Road, Anaheim, CA 92802, USA",33.8130441,-117.9333717
2015-03-21,Oklahoma,Calvin,"Highway 1 and Highway 270",1,0,http://www.gunviolencearchive.org/incident/310610,http://www.news9.com/story/28579473/traffic-stop-turns-deadly-near-calvin,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Officer Involved Shooting - Perpetrator suicide at standoff",74531,"U.S. 270 & Oklahoma 1, Calvin, OK 74531, USA",34.9663392,-96.2418524
2015-03-21,Ohio,Columbus,"4600 block of Summit Street",1,0,http://www.gunviolencearchive.org/incident/311084,http://www.local12.com/template/inews_wire/wires.regional.oh/232a8385-www.local12.com.shtml#.VQ9nfVyovHg,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Domestic Violence",,"Summit Street, Columbus, OH, USA",40.0037143,-83.0008834
2015-03-21,"New York",Clarendon,"Route 31A",1,1,http://www.gunviolencearchive.org/incident/310481,http://www.buffalonews.com/city-region/gunman-killed-in-shootout-with-deputy-20150321,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator killed",,"New York 31A, New York, USA",43.1920773,-78.0599916
2015-03-20,Missouri,Chesterfield,,0,1,http://www.gunviolencearchive.org/incident/310190,http://www.stltoday.com/news/local/crime-and-courts/st-louis-county-officer-accidentally-shoots-self-in-leg/article_22123ba7-9521-597c-99f8-cf03402526a7.html,"Shot - Wounded/Injured, Accidental Shooting, Accidental Shooting - Injury, Accidental/Negligent Discharge, Officer Involved Incident, Officer Involved Shooting - Accidental discharge - no injury required, Officer Involved Shooting - Officer shot",,"Chesterfield, MO, USA",38.6631083,-90.5770675
2015-03-20,Massachusetts,Cambridge,"Fifth and Gore",0,0,http://www.gunviolencearchive.org/incident/310178,http://www.bostonherald.com/news_opinion/local_coverage/2015/03/police_robbery_suspect_who_fired_at_cops_now_on_lam,"Shots Fired - No Injuries, Home Invasion, Home Invasion - No death or injury, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",02141,"5th Street & Gore Street, Cambridge, MA 02141, USA",42.372147,-71.0829756
2015-03-20,Colorado,Denver,"7800 block of Smith Road",0,1,http://www.gunviolencearchive.org/incident/310286,http://www.kktv.com/home/headlines/Officer-Involved-Shooting-Near-Denver-Area-Walmart-297050101.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",80207,"Quebec Square At Stapleton, 7800 Smith Road, Denver, CO 80207, USA",39.7694995,-104.8972856
2015-03-20,Pennsylvania,Philadelphia,"3000 block of North 22nd Street",0,0,http://www.gunviolencearchive.org/incident/310042,http://philadelphia.cbslocal.com/2015/03/20/police-open-fire-chase-armed-suspect-in-north-philly/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",19132,"3000 North 22nd Street, Philadelphia, PA 19132, USA",40.000333,-75.166754
2015-03-20,"North Carolina",Pinehurst,"2125 Longleag Drive West",0,0,http://www.gunviolencearchive.org/incident/311598,http://www.wral.com/police-pinehurst-man-fired-shots-in-home-before-3-hour-standoff/14530108/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",28374,"Longleaf Drive West, Pinehurst, NC 28374, USA",35.2077609,-79.4700875
2015-03-20,Ohio,"Springfield Township","3520 E. National Rd",0,1,http://www.gunviolencearchive.org/incident/309980,http://www.whio.com/news/news/crime-law/sheriff-deputies-shot-man-who-pulled-gun/nkbKP/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Bar/club shooting - in or around establishment",45505,"3520 East National Road, Springfield, OH 45505, USA",39.923888,-83.744044
2015-03-20,Virginia,Hopewell,"S. 12th Ave. and Atlantic St.",0,0,http://www.gunviolencearchive.org/incident/309925,http://wric.com/2015/03/20/police-arrest-two-after-shots-fired-at-hopewell-officer/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",23860,"Atlantic Street & South 12th Avenue, Hopewell, VA 23860, USA",37.297103,-77.2957969
2015-03-20,California,"Los Angeles","1500 block of North Serrano Avenue",0,0,http://www.gunviolencearchive.org/incident/309893,http://www.nbclosangeles.com/news/local/Dog-Fatally-Shot-by-Officers-During-Assault-With-Deadly-Weapon--297068581.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Animal shot/killed",90027,"1500 North Serrano Avenue, Los Angeles, CA 90027, USA",34.0981082,-118.3070517
2015-03-20,Oklahoma,"Coal County","Highway 31-B",1,0,http://www.gunviolencearchive.org/incident/310367,http://www.news9.com/story/28577445/ohp-shots-fired-in-chase-with-suspect-vehicle-in-coal-county,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",,"Oklahoma 31, Oklahoma, USA",34.6537871,-96.1448202
2015-03-20,Illinois,Rockford,"1400 block of Ogilby Road",0,0,http://www.gunviolencearchive.org/incident/310984,http://www.rrstar.com/article/20150321/NEWS/150329829/10448/NEWS,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Gang involvement, Drug involvement, ATF/LE Confiscation/Raid/Arrest, Possession of gun by felon",61102,"1400 Ogilby Road, Rockford, IL 61102, USA",42.2488103,-89.1181079
2015-03-20,"New Hampshire",Portsmouth,"383 Woodbury Avenue",1,0,http://www.gunviolencearchive.org/incident/310187,http://www.necn.com/news/new-england/SWAT-Situation-at-Motel-in-Porsmouth-New-Hampshire-297074661.html?f34g3,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff",03801,"383 Woodbury Avenue, Portsmouth, NH 03801, USA",43.0753218,-70.7781964
2015-03-20,"Rhode Island",Richmond,"25th and Roosevelt Avenue",0,0,http://www.gunviolencearchive.org/incident/312095,http://www.ktvu.com/story/28583095/investigations-underway-into-3-separate-police-shootings-in-bay-area,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",,"Richmond, RI, USA",41.4944764,-71.6708363
2015-03-20,Michigan,"Clinton Township","15 Mile Road and Gratiot Avenue",0,0,http://www.gunviolencearchive.org/incident/312572,http://www.macombdaily.com/general-news/20150324/clinton-township-officer-diffuses-gunman-situation,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Possession (gun(s) found during commission of other crimes), Possession of gun by felon",48035,"Gratiot Avenue & 15 Mile Road, Charter Township of Clinton, MI 48035, USA",42.5547098,-82.8993766
2015-03-20,Louisiana,Kenner,"900 Airline Dr",1,2,http://www.gunviolencearchive.org/incident/310065,http://www.wwltv.com/story/news/2015/03/20/kenner-airport/25119637/,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator killed, Officer Involved Shooting - Bystander shot, TSA Action",70062,"Louis Armstrong New Orleans International Airport, Concourse D, MSY, 900 Airline Drive, Kenner, LA 70062, USA",29.9859313,-90.2577119
2015-03-19,Michigan,Albion,"300 block of E. Broadwell Street",0,0,http://www.gunviolencearchive.org/incident/310133,http://www.mlive.com/news/jackson/index.ssf/2015/03/man_robbed_by_armed_men_who_fi.html,"Shots Fired - No Injuries, Officer Involved Incident, Possession (gun(s) found during commission of other crimes)",49224,"300 East Broadwell Street, Albion, MI 49224, USA",42.2569292,-84.7519647
2015-03-19,Florida,Jacksonville,"Castellano Avenue and Helena Street",1,0,http://www.gunviolencearchive.org/incident/310767,http://www.news4jax.com/news/police-suspect-shot-killed-by-officer-was-16/31914824,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",32208,"Helena Street & Castellano Avenue, Jacksonville, FL 32208, USA",30.376391,-81.6854045
2015-03-19,Indiana,Pierceton,"State Road 13",1,0,http://www.gunviolencearchive.org/incident/309353,http://wishtv.com/2015/03/19/one-dead-and-one-in-custody-after-pierceton-police-pursuit/,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator suicide at standoff, Possession of gun by felon",46562,"South Old State Road 13, Pierceton, IN 46562, USA",41.228183,-85.699782
2015-03-19,Ohio,"Munroe Falls","Hiwood Avenue",1,0,http://www.gunviolencearchive.org/incident/309579,http://www.cleveland.com/akron/index.ssf/2015/03/kent_police_officer_fatally_sh.html#incart_m-rpt-1,"Shot - Dead (murder, accidental, suicide), Home Invasion, Home Invasion - Perpetrator killed, Officer Involved Incident, Defensive Use, Defensive Use - Stand Your Ground/Castle Doctrine established, Domestic Violence",44262,"Hiwood Avenue, Munroe Falls, OH 44262, USA",41.148351,-81.4302491
